iteration,timesteps,mean_cost,std_cost
500,128000,547755.72,3074.45
1000,256000,397269.98,16809.78
1500,384000,1921935.21,187487.63
2000,512000,982072.00,28947.38
2500,640000,508784.85,12878.11
3000,768000,1221460.93,29883.39
3500,896000,924465.20,38628.76
4000,1024000,878165.86,45335.30
4500,1152000,950270.57,52124.26
5000,1280000,615184.95,50447.14
5500,1408000,688458.99,71504.78
6000,1536000,502713.63,34086.05
6500,1664000,643003.77,55743.16
7000,1792000,530483.98,69547.12
7500,1920000,573763.15,63357.40
8000,2048000,815905.65,100285.93
8500,2176000,881854.74,48156.12
9000,2304000,650867.20,101606.69
9500,2432000,222114.44,4944.69
10000,2560000,75036.75,2882.93
10500,2688000,54625.98,2254.45
11000,2816000,22686.61,1473.18
11500,2944000,56454.04,18639.40
12000,3072000,8946.98,987.28
12500,3200000,9253.68,1026.39
13000,3328000,5179.99,542.70
13500,3456000,5295.75,765.27
14000,3584000,6128.44,994.85
14500,3712000,4167.96,334.44
15000,3840000,4047.62,202.72
15500,3968000,23161.07,1769.83
16000,4096000,5665.89,339.77
16500,4224000,4519.66,623.32
17000,4352000,4047.02,285.66
17500,4480000,4278.06,207.49
18000,4608000,4036.69,297.32
18500,4736000,3788.67,225.09
19000,4864000,3968.86,252.08
19500,4992000,4011.67,394.21
20000,5120000,3685.38,211.56
20500,5248000,3920.17,247.38
21000,5376000,4025.64,240.95
21500,5504000,4004.92,316.95
22000,5632000,3886.98,330.02
22500,5760000,3717.28,275.49
23000,5888000,3686.40,290.88
23500,6016000,3611.62,267.22
24000,6144000,3714.69,229.34
24500,6272000,3581.26,257.53
25000,6400000,3545.83,189.34
25500,6528000,3595.18,219.31
26000,6656000,3613.28,225.74
26500,6784000,3759.91,309.45
27000,6912000,3533.25,273.39
27500,7040000,3667.38,213.17
28000,7168000,3557.57,217.13
28500,7296000,3634.77,236.98
29000,7424000,3641.23,195.59
29500,7552000,3650.84,271.04
30000,7680000,3711.05,203.63
30500,7808000,3622.77,272.06
31000,7936000,3992.18,333.91
31500,8064000,3984.23,217.16
32000,8192000,3611.59,202.78
32500,8320000,3690.99,218.96
33000,8448000,3629.97,284.95
33500,8576000,3641.51,238.71
34000,8704000,3637.41,227.70
34500,8832000,3669.91,282.36
35000,8960000,3649.98,219.90
35500,9088000,3802.36,228.08
36000,9216000,3743.40,189.41
36500,9344000,4208.48,476.73
37000,9472000,3813.10,251.69
37500,9600000,3567.73,278.26
38000,9728000,3657.40,207.41
38500,9856000,3632.35,258.95
39000,9984000,3652.11,196.85
39500,10112000,4033.28,232.69
40000,10240000,4651.61,214.01
40500,10368000,3735.69,297.94
41000,10496000,3828.38,196.43
41500,10624000,3841.23,285.49
42000,10752000,3660.94,249.11
42500,10880000,3537.43,259.64
43000,11008000,3680.50,228.14
43500,11136000,3733.76,181.67
44000,11264000,3669.73,181.42
44500,11392000,3643.47,201.46
45000,11520000,3624.92,162.22
45500,11648000,3640.28,186.38
46000,11776000,3756.96,285.15
46500,11904000,3764.89,188.32
47000,12032000,3661.06,227.47
47500,12160000,3676.53,196.85
48000,12288000,3626.32,194.14
48500,12416000,3705.88,237.96
49000,12544000,3721.71,295.75
49500,12672000,3608.23,254.90
50000,12800000,3690.24,245.43
