iteration,timesteps,mean_cost,std_cost
500,128000,1695414.12,61287.11
1000,256000,872019.52,12810.68
1500,384000,94060.24,1402.33
2000,512000,455792.38,38842.80
2500,640000,607663.20,52506.86
3000,768000,1077460.60,43851.21
3500,896000,895623.20,29916.54
