iteration,timesteps,mean_cost,std_cost
100,25600,34227.15,388.85
200,51200,63397.03,10100.82
300,76800,8206.92,1322.82
400,102400,8399.25,1187.14
500,128000,7474.77,872.94
600,153600,7003.30,706.34
700,179200,6875.04,742.61
800,204800,6410.96,448.78
900,230400,6309.96,446.99
1000,256000,6090.72,278.67
1100,281600,5545.05,313.74
1200,307200,5060.99,225.74
1300,332800,5615.25,272.68
1400,358400,4715.38,240.33
1500,384000,4643.59,312.65
1600,409600,4683.06,253.34
1700,435200,4671.27,227.77
1800,460800,4573.44,225.67
1900,486400,4579.89,289.48
2000,512000,4604.98,282.73
2100,537600,4592.98,258.79
2200,563200,4528.06,261.58
2300,588800,4570.60,393.21
2400,614400,4685.64,232.38
2500,640000,4668.28,419.33
2600,665600,4596.37,270.98
2700,691200,4567.59,276.36
2800,716800,4580.24,253.17
2900,742400,4488.54,364.26
3000,768000,4488.92,333.08
3100,793600,4786.43,195.49
3200,819200,4602.07,200.02
3300,844800,4585.70,283.25
3400,870400,4522.24,259.63
3500,896000,4655.66,494.18
3600,921600,4581.99,290.26
3700,947200,4626.80,381.09
3800,972800,4518.77,292.53
3900,998400,4575.68,377.59
4000,1024000,4482.73,415.66
4100,1049600,4377.07,455.86
4200,1075200,4825.10,624.74
4300,1100800,4376.97,338.49
4400,1126400,4473.74,403.60
4500,1152000,4399.48,469.57
4600,1177600,4458.77,390.03
4700,1203200,4603.95,401.64
4800,1228800,4447.50,268.51
4900,1254400,4470.07,265.24
5000,1280000,4377.85,254.85
5100,1305600,4442.64,489.02
5200,1331200,4317.22,268.62
5300,1356800,4331.70,456.19
5400,1382400,4127.49,431.80
5500,1408000,4090.00,432.64
5600,1433600,4339.85,546.42
5700,1459200,3937.04,327.63
5800,1484800,4059.57,486.23
5900,1510400,3988.94,443.09
6000,1536000,4070.96,247.41
6100,1561600,3945.47,257.67
6200,1587200,4011.65,284.53
6300,1612800,3914.61,340.39
6400,1638400,3888.68,296.98
6500,1664000,4239.52,606.57
6600,1689600,4077.12,482.33
6700,1715200,3920.63,280.46
6800,1740800,3959.39,346.78
6900,1766400,3875.83,321.26
7000,1792000,3978.00,237.24
7100,1817600,3864.69,366.17
7200,1843200,3948.83,469.50
7300,1868800,4076.67,513.85
7400,1894400,3852.48,283.68
7500,1920000,3864.87,285.71
7600,1945600,3810.19,257.17
7700,1971200,3836.50,305.49
7800,1996800,3813.89,256.47
7900,2022400,3835.49,232.94
8000,2048000,3990.05,460.40
8100,2073600,3820.84,508.25
8200,2099200,3736.29,346.33
8300,2124800,3790.67,191.56
8400,2150400,3888.51,206.06
8500,2176000,3788.77,174.58
8600,2201600,3636.07,240.80
8700,2227200,3859.72,299.45
8800,2252800,3747.91,246.67
8900,2278400,3617.14,239.51
9000,2304000,3602.02,272.58
9100,2329600,3602.73,216.90
9200,2355200,3535.95,377.33
9300,2380800,3492.69,385.66
9400,2406400,3504.41,270.37
9500,2432000,3451.68,191.43
9600,2457600,3444.82,250.09
9700,2483200,3485.85,290.73
9800,2508800,3477.04,455.22
9900,2534400,3551.47,434.60
10000,2560000,3456.69,321.13
