iteration,timesteps,mean_cost,std_cost
100,25600,44556.63,1118.41
200,51200,35343.90,1032.67
300,76800,40423.97,1036.48
400,102400,24557.42,1078.50
500,128000,22651.74,1093.36
600,153600,19129.16,1120.10
700,179200,23979.01,1075.88
800,204800,24362.99,1058.79
900,230400,24809.03,1170.76
1000,256000,25555.18,1027.82
1100,281600,25018.34,1098.46
1200,307200,22285.48,1019.40
1300,332800,18335.40,1142.70
1400,358400,13820.98,1060.79
1500,384000,11939.04,1222.18
1600,409600,10953.58,2087.25
1700,435200,5754.77,1265.86
1800,460800,4046.51,901.89
1900,486400,5703.40,1047.93
2000,512000,3766.82,822.89
2100,537600,4769.78,1007.68
2200,563200,2752.92,687.15
2300,588800,3075.48,764.54
2400,614400,2575.71,746.44
2500,640000,2294.60,807.65
2600,665600,2715.29,629.38
2700,691200,1798.44,551.55
2800,716800,1624.30,569.29
2900,742400,1653.24,442.81
3000,768000,2002.54,517.90
3100,793600,1846.83,472.66
3200,819200,1684.41,532.09
3300,844800,1780.27,598.78
3400,870400,1551.49,443.26
3500,896000,1705.80,537.49
3600,921600,1553.02,501.63
3700,947200,1323.29,442.59
3800,972800,1275.30,486.18
3900,998400,1532.93,405.42
4000,1024000,1549.43,424.48
4100,1049600,1900.20,692.64
4200,1075200,1560.84,373.36
4300,1100800,1584.81,478.15
4400,1126400,1250.79,413.27
4500,1152000,1415.17,377.71
4600,1177600,1144.65,308.16
4700,1203200,1335.93,356.59
4800,1228800,1443.68,356.12
4900,1254400,1398.16,340.90
5000,1280000,1632.83,499.54
5100,1305600,1287.47,363.25
5200,1331200,1321.04,419.49
5300,1356800,1341.21,376.26
5400,1382400,1379.28,520.40
5500,1408000,1276.16,399.55
5600,1433600,1370.44,501.27
5700,1459200,1250.85,431.31
5800,1484800,1167.69,322.42
5900,1510400,1327.16,349.21
6000,1536000,1167.37,401.09
6100,1561600,1369.17,443.90
6200,1587200,1307.62,484.27
6300,1612800,1436.38,437.13
6400,1638400,1222.62,448.28
6500,1664000,1144.53,330.27
6600,1689600,1411.25,390.39
6700,1715200,1179.01,308.80
6800,1740800,1314.91,352.78
6900,1766400,1200.38,314.24
7000,1792000,1209.02,281.90
7100,1817600,1188.28,248.06
7200,1843200,1471.72,309.58
7300,1868800,1332.36,392.33
7400,1894400,1257.60,432.30
7500,1920000,1316.80,513.88
7600,1945600,1211.57,366.56
7700,1971200,1425.11,362.24
7800,1996800,1439.04,445.89
7900,2022400,1402.30,433.40
8000,2048000,1302.84,295.50
8100,2073600,1535.03,455.25
8200,2099200,1759.86,557.85
8300,2124800,1679.11,602.76
8400,2150400,1741.48,439.18
8500,2176000,1286.72,353.19
8600,2201600,1246.71,384.47
8700,2227200,1606.51,539.98
8800,2252800,1399.83,438.51
8900,2278400,1332.03,373.04
9000,2304000,1400.29,373.74
9100,2329600,1294.28,456.30
9200,2355200,1476.23,416.19
9300,2380800,1413.44,509.03
9400,2406400,1342.91,523.14
9500,2432000,1294.44,358.62
9600,2457600,1499.16,449.01
9700,2483200,1392.56,356.41
9800,2508800,1378.48,527.38
9900,2534400,1326.14,298.82
10000,2560000,1373.45,302.23
