iteration,timesteps,mean_cost,std_cost
100,25600,24731.74,1328.65
200,51200,18244.79,834.38
300,76800,20910.33,1045.60
400,102400,21228.60,1487.34
500,128000,26534.00,1037.77
600,153600,36877.24,1276.50
700,179200,39416.50,1154.47
800,204800,49814.91,1209.90
900,230400,18505.63,1347.32
1000,256000,22959.75,1336.10
1100,281600,18888.09,1395.05
1200,307200,17238.39,1521.29
1300,332800,20214.67,1036.62
1400,358400,19254.44,1243.06
1500,384000,20372.76,1081.16
1600,409600,43089.46,1569.23
1700,435200,57408.27,1544.61
1800,460800,54265.06,1512.26
1900,486400,64006.11,1529.11
2000,512000,71802.95,1653.51
2100,537600,58532.45,1461.98
2200,563200,63046.76,1616.49
2300,588800,73129.31,1552.14
2400,614400,66113.22,1730.56
2500,640000,69023.72,1483.51
2600,665600,70311.01,1677.55
2700,691200,70540.44,1446.49
2800,716800,70098.28,1559.49
2900,742400,65913.74,1155.61
3000,768000,64501.06,1375.89
3100,793600,60382.13,1602.97
3200,819200,67933.36,1207.24
3300,844800,72533.46,1255.02
3400,870400,69700.71,1479.18
3500,896000,63665.22,1528.57
3600,921600,61355.88,1415.88
3700,947200,66800.95,1569.35
3800,972800,67818.57,1721.35
3900,998400,63608.27,1496.79
4000,1024000,54332.24,1605.74
4100,1049600,55072.16,1685.56
4200,1075200,67022.94,1537.68
4300,1100800,63287.75,1569.31
4400,1126400,55458.55,1532.98
4500,1152000,61916.36,1508.28
4600,1177600,59561.37,1200.59
4700,1203200,57960.97,1522.32
4800,1228800,64569.51,1534.09
4900,1254400,61990.31,1342.01
5000,1280000,40463.06,1066.08
5100,1305600,32549.26,1214.11
5200,1331200,28122.38,1283.63
5300,1356800,26855.11,864.94
5400,1382400,29565.23,1389.08
5500,1408000,28935.65,1257.80
5600,1433600,24952.44,845.02
5700,1459200,25258.62,764.59
5800,1484800,29326.14,1028.30
5900,1510400,30651.53,1076.58
6000,1536000,28910.80,1164.06
6100,1561600,27081.76,1063.10
6200,1587200,26985.29,1212.23
6300,1612800,32170.75,1694.65
6400,1638400,33196.55,1618.30
6500,1664000,31613.27,1677.73
6600,1689600,31261.38,1418.50
6700,1715200,26006.83,1092.73
6800,1740800,22211.96,1072.63
6900,1766400,18729.56,878.69
7000,1792000,19145.24,1107.35
7100,1817600,19753.73,1191.18
7200,1843200,20986.49,1559.55
7300,1868800,23503.54,1437.32
7400,1894400,22279.31,1461.62
7500,1920000,21085.80,1539.32
7600,1945600,20382.67,1676.89
7700,1971200,20841.29,1696.28
7800,1996800,20118.50,1603.24
7900,2022400,19629.47,1512.03
8000,2048000,20420.72,1674.91
8100,2073600,20191.91,1426.55
8200,2099200,20917.29,1351.01
8300,2124800,17909.55,1240.78
8400,2150400,16180.02,1434.91
8500,2176000,18016.19,1638.94
8600,2201600,15637.85,1479.87
8700,2227200,16036.44,1348.21
8800,2252800,17642.80,1541.52
8900,2278400,16826.86,1470.87
9000,2304000,18897.95,1516.07
9100,2329600,17167.83,1380.95
9200,2355200,15809.20,1469.65
9300,2380800,14888.21,1760.91
9400,2406400,14169.46,1621.77
9500,2432000,13621.25,1481.42
9600,2457600,11904.86,1151.37
9700,2483200,11933.87,1254.24
9800,2508800,14080.34,1374.82
9900,2534400,10664.85,1279.63
10000,2560000,10656.78,1329.51
